field,band,peak,snr_value
SPLUS-s29s30.fits,J0378,18.613728,10
SPLUS-s29s30.fits,J0378,16.199223,50
SPLUS-s29s30.fits,J0395,19.38758,3
SPLUS-s29s30.fits,J0395,18.366894,5
SPLUS-s29s30.fits,J0395,16.671421,10
SPLUS-s29s30.fits,J0395,16.037996,50
SPLUS-s29s30.fits,J0410,19.363598,3
SPLUS-s29s30.fits,J0410,18.416344,5
SPLUS-s29s30.fits,J0410,17.584486,10
SPLUS-s29s30.fits,J0410,16.36657,50
SPLUS-s29s30.fits,J0430,19.445267,3
SPLUS-s29s30.fits,J0430,19.000584,5
SPLUS-s29s30.fits,J0430,18.37856,10
SPLUS-s29s30.fits,J0430,16.165848,50
SPLUS-s29s30.fits,J0515,19.59924,3
SPLUS-s29s30.fits,J0515,18.760815,5
SPLUS-s29s30.fits,J0515,18.00241,10
SPLUS-s29s30.fits,J0515,16.753193,50
SPLUS-s29s30.fits,J0660,21.140396,3
SPLUS-s29s30.fits,J0660,20.14149,5
SPLUS-s29s30.fits,J0660,19.111109,10
SPLUS-s29s30.fits,J0660,17.734127,50
SPLUS-s29s30.fits,J0861,19.620432,3
SPLUS-s29s30.fits,J0861,18.896046,5
SPLUS-s29s30.fits,J0861,17.911867,10
SPLUS-s29s30.fits,J0861,16.395111,50
SPLUS-s29s30.fits,i,20.961834,3
SPLUS-s29s30.fits,i,19.88615,5
SPLUS-s29s30.fits,i,18.951159,10
SPLUS-s29s30.fits,i,17.557116,50
SPLUS-s29s30.fits,r,21.142698,3
SPLUS-s29s30.fits,r,19.932644,5
SPLUS-s29s30.fits,r,19.471031,10
SPLUS-s29s30.fits,r,17.804596,50
SPLUS-s29s30.fits,u,20.3052,3
SPLUS-s29s30.fits,u,19.009027,5
SPLUS-s29s30.fits,u,19.035992,10
SPLUS-s29s30.fits,u,16.720806,50
SPLUS-s29s30.fits,z,19.930103,3
SPLUS-s29s30.fits,z,18.802078,5
SPLUS-s29s30.fits,z,18.119137,10
SPLUS-s29s30.fits,z,16.802486,50
SPLUS-s29s30.fits,g,20.662674,3
SPLUS-s29s30.fits,g,19.560974,5
SPLUS-s29s30.fits,g,19.222122,10
SPLUS-s29s30.fits,g,18.059841,50
SPLUS-n07s02.fits,J0378,20.115154,3
SPLUS-n07s02.fits,J0378,20.019955,5
SPLUS-n07s02.fits,J0378,18.291801,10
SPLUS-n07s02.fits,J0378,17.10442,50
SPLUS-n07s02.fits,J0395,20.182858,3
SPLUS-n07s02.fits,J0395,19.170002,5
SPLUS-n07s02.fits,J0395,18.193333,10
SPLUS-n07s02.fits,J0395,16.402897,50
SPLUS-n07s02.fits,J0410,20.119995,3
SPLUS-n07s02.fits,J0410,19.586605,5
SPLUS-n07s02.fits,J0410,18.803339,10
SPLUS-n07s02.fits,J0410,16.356941,50
SPLUS-n07s02.fits,J0430,20.378344,3
SPLUS-n07s02.fits,J0430,19.744003,5
SPLUS-n07s02.fits,J0430,18.667187,10
SPLUS-n07s02.fits,J0430,16.613434,50
SPLUS-n07s02.fits,J0515,20.365177,3
SPLUS-n07s02.fits,J0515,19.066002,5
SPLUS-n07s02.fits,J0515,17.901615,10
SPLUS-n07s02.fits,J0515,16.559246,50
SPLUS-n07s02.fits,J0660,21.270893,3
SPLUS-n07s02.fits,J0660,20.414583,5
SPLUS-n07s02.fits,J0660,19.53261,10
SPLUS-n07s02.fits,J0660,17.696678,50
SPLUS-n07s02.fits,J0861,19.967203,3
SPLUS-n07s02.fits,J0861,19.27256,5
SPLUS-n07s02.fits,J0861,18.487255,10
SPLUS-n07s02.fits,J0861,16.871498,50
SPLUS-n07s02.fits,i,21.005249,3
SPLUS-n07s02.fits,i,20.115097,5
SPLUS-n07s02.fits,i,19.510391,10
SPLUS-n07s02.fits,i,17.578495,50
SPLUS-n07s02.fits,r,21.398457,3
SPLUS-n07s02.fits,r,20.479252,5
SPLUS-n07s02.fits,r,19.511332,10
SPLUS-n07s02.fits,r,18.430794,50
SPLUS-n07s02.fits,u,20.32587,3
SPLUS-n07s02.fits,u,20.304327,5
SPLUS-n07s02.fits,u,19.508993,10
SPLUS-n07s02.fits,u,17.739868,50
SPLUS-n07s02.fits,z,19.962055,3
SPLUS-n07s02.fits,z,19.365356,5
SPLUS-n07s02.fits,z,18.361952,10
SPLUS-n07s02.fits,z,17.282032,50
SPLUS-n07s02.fits,g,21.061768,3
SPLUS-n07s02.fits,g,20.308128,5
SPLUS-n07s02.fits,g,19.547132,10
SPLUS-n07s02.fits,g,18.09803,50
SPLUS-s28s50.fits,J0378,20.000433,3
SPLUS-s28s50.fits,J0378,19.325184,5
SPLUS-s28s50.fits,J0378,18.159395,10
SPLUS-s28s50.fits,J0378,16.282104,50
SPLUS-s28s50.fits,J0395,19.362,3
SPLUS-s28s50.fits,J0395,17.669981,5
SPLUS-s28s50.fits,J0395,17.662579,10
SPLUS-s28s50.fits,J0395,16.286556,50
SPLUS-s28s50.fits,J0410,19.395119,3
SPLUS-s28s50.fits,J0410,19.023726,5
SPLUS-s28s50.fits,J0410,18.174887,10
SPLUS-s28s50.fits,J0410,16.421795,50
SPLUS-s28s50.fits,J0430,19.632004,3
SPLUS-s28s50.fits,J0430,19.110645,5
SPLUS-s28s50.fits,J0430,17.986992,10
SPLUS-s28s50.fits,J0430,16.37577,50
SPLUS-s28s50.fits,J0515,19.795319,3
SPLUS-s28s50.fits,J0515,19.3919,5
SPLUS-s28s50.fits,J0515,18.068298,10
SPLUS-s28s50.fits,J0515,16.626244,50
SPLUS-s28s50.fits,J0660,20.941963,3
SPLUS-s28s50.fits,J0660,19.977718,5
SPLUS-s28s50.fits,J0660,19.299694,10
SPLUS-s28s50.fits,J0660,17.63659,50
SPLUS-s28s50.fits,J0861,19.628494,3
SPLUS-s28s50.fits,J0861,19.069622,5
SPLUS-s28s50.fits,J0861,18.07148,10
SPLUS-s28s50.fits,J0861,16.57415,50
SPLUS-s28s50.fits,i,20.78941,3
SPLUS-s28s50.fits,i,19.86428,5
SPLUS-s28s50.fits,i,19.024912,10
SPLUS-s28s50.fits,i,17.381428,50
SPLUS-s28s50.fits,r,21.023933,3
SPLUS-s28s50.fits,r,20.206444,5
SPLUS-s28s50.fits,r,19.417053,10
SPLUS-s28s50.fits,r,18.091003,50
SPLUS-s28s50.fits,u,20.583958,3
SPLUS-s28s50.fits,u,19.674946,5
SPLUS-s28s50.fits,u,18.902668,10
SPLUS-s28s50.fits,u,17.091759,50
SPLUS-s28s50.fits,z,20.029057,3
SPLUS-s28s50.fits,z,19.405048,5
SPLUS-s28s50.fits,z,18.703043,10
SPLUS-s28s50.fits,z,16.70728,50
SPLUS-s28s50.fits,g,20.861698,3
SPLUS-s28s50.fits,g,20.246433,5
SPLUS-s28s50.fits,g,19.148212,10
SPLUS-s28s50.fits,g,17.926487,50
SPLUS-s46s18.fits,J0378,19.49838,3
SPLUS-s46s18.fits,J0378,18.381435,5
SPLUS-s46s18.fits,J0378,18.251308,10
SPLUS-s46s18.fits,J0378,16.169594,50
SPLUS-s46s18.fits,J0395,18.907967,3
SPLUS-s46s18.fits,J0395,18.211958,5
SPLUS-s46s18.fits,J0395,17.264664,10
SPLUS-s46s18.fits,J0395,16.021759,50
SPLUS-s46s18.fits,J0410,18.909695,3
SPLUS-s46s18.fits,J0410,18.552841,5
SPLUS-s46s18.fits,J0410,17.237713,10
SPLUS-s46s18.fits,J0410,16.077595,50
SPLUS-s46s18.fits,J0430,18.880848,3
SPLUS-s46s18.fits,J0430,18.606918,5
SPLUS-s46s18.fits,J0430,17.6002,10
SPLUS-s46s18.fits,J0430,16.111565,50
SPLUS-s46s18.fits,J0515,19.50245,3
SPLUS-s46s18.fits,J0515,18.649786,5
SPLUS-s46s18.fits,J0515,18.07439,10
SPLUS-s46s18.fits,J0515,16.34143,50
SPLUS-s46s18.fits,J0660,20.511894,3
SPLUS-s46s18.fits,J0660,19.789906,5
SPLUS-s46s18.fits,J0660,18.65065,10
SPLUS-s46s18.fits,J0660,17.314278,50
SPLUS-s46s18.fits,J0861,19.585869,3
SPLUS-s46s18.fits,J0861,18.522589,5
SPLUS-s46s18.fits,J0861,18.514513,10
SPLUS-s46s18.fits,J0861,16.174812,50
SPLUS-s46s18.fits,i,20.365124,3
SPLUS-s46s18.fits,i,19.502687,5
SPLUS-s46s18.fits,i,18.5868,10
SPLUS-s46s18.fits,i,17.172815,50
SPLUS-s46s18.fits,r,20.53249,3
SPLUS-s46s18.fits,r,19.765993,5
SPLUS-s46s18.fits,r,18.81657,10
SPLUS-s46s18.fits,r,17.28318,50
SPLUS-s46s18.fits,u,19.863865,3
SPLUS-s46s18.fits,u,19.244535,5
SPLUS-s46s18.fits,u,18.217705,10
SPLUS-s46s18.fits,u,16.534855,50
SPLUS-s46s18.fits,z,19.904678,3
SPLUS-s46s18.fits,z,18.94794,5
SPLUS-s46s18.fits,z,18.635921,10
SPLUS-s46s18.fits,z,16.95896,50
SPLUS-s46s18.fits,g,20.075504,3
SPLUS-s46s18.fits,g,18.905529,5
SPLUS-s46s18.fits,g,18.879934,10
SPLUS-s46s18.fits,g,17.392338,50
SPLUS-n18s19.fits,J0378,20.205597,3
SPLUS-n18s19.fits,J0378,20.20577,5
SPLUS-n18s19.fits,J0378,19.172726,10
SPLUS-n18s19.fits,J0378,17.453308,50
SPLUS-n18s19.fits,J0395,20.176886,3
SPLUS-n18s19.fits,J0395,19.834587,5
SPLUS-n18s19.fits,J0395,18.462318,10
SPLUS-n18s19.fits,J0395,17.03748,50
SPLUS-n18s19.fits,J0410,20.38021,3
SPLUS-n18s19.fits,J0410,19.889374,5
SPLUS-n18s19.fits,J0410,19.012955,10
SPLUS-n18s19.fits,J0410,17.225868,50
SPLUS-n18s19.fits,J0430,20.580635,3
SPLUS-n18s19.fits,J0430,19.824715,5
SPLUS-n18s19.fits,J0430,19.028244,10
SPLUS-n18s19.fits,J0430,17.360657,50
SPLUS-n18s19.fits,J0515,20.759993,3
SPLUS-n18s19.fits,J0515,19.782253,5
SPLUS-n18s19.fits,J0515,19.510517,10
SPLUS-n18s19.fits,J0515,17.590553,50
SPLUS-n18s19.fits,J0660,21.442629,3
SPLUS-n18s19.fits,J0660,20.644022,5
SPLUS-n18s19.fits,J0660,19.696363,10
SPLUS-n18s19.fits,J0660,17.875034,50
SPLUS-n18s19.fits,J0861,20.178303,3
SPLUS-n18s19.fits,J0861,19.47027,5
SPLUS-n18s19.fits,J0861,18.812004,10
SPLUS-n18s19.fits,J0861,17.271503,50
SPLUS-n18s19.fits,i,20.66035,3
SPLUS-n18s19.fits,i,20.258009,5
SPLUS-n18s19.fits,i,19.38715,10
SPLUS-n18s19.fits,i,17.995623,50
SPLUS-n18s19.fits,r,21.407001,3
SPLUS-n18s19.fits,r,20.64346,5
SPLUS-n18s19.fits,r,19.615088,10
SPLUS-n18s19.fits,r,18.485699,50
SPLUS-n18s19.fits,u,20.943123,3
SPLUS-n18s19.fits,u,20.34674,5
SPLUS-n18s19.fits,u,19.860802,10
SPLUS-n18s19.fits,u,17.594807,50
SPLUS-n18s19.fits,z,20.296497,3
SPLUS-n18s19.fits,z,19.62255,5
SPLUS-n18s19.fits,z,18.805145,10
SPLUS-n18s19.fits,z,16.969313,50
SPLUS-n18s19.fits,g,21.537565,3
SPLUS-n18s19.fits,g,21.083149,5
SPLUS-n18s19.fits,g,20.110626,10
SPLUS-n18s19.fits,g,18.710255,50
SPLUS-s27s02.fits,J0378,19.792099,3
SPLUS-s27s02.fits,J0378,19.233713,5
SPLUS-s27s02.fits,J0378,18.391953,10
SPLUS-s27s02.fits,J0378,16.677124,50
SPLUS-s27s02.fits,J0395,19.294544,3
SPLUS-s27s02.fits,J0395,17.477564,5
SPLUS-s27s02.fits,J0395,17.483345,10
SPLUS-s27s02.fits,J0395,16.00491,50
SPLUS-s27s02.fits,J0410,19.333183,3
SPLUS-s27s02.fits,J0410,18.337675,5
SPLUS-s27s02.fits,J0410,18.048565,10
SPLUS-s27s02.fits,J0410,16.127949,50
SPLUS-s27s02.fits,J0430,19.339123,3
SPLUS-s27s02.fits,J0430,18.343872,5
SPLUS-s27s02.fits,J0430,17.97826,10
SPLUS-s27s02.fits,J0430,16.118673,50
SPLUS-s27s02.fits,J0515,19.29632,3
SPLUS-s27s02.fits,J0515,18.631947,5
SPLUS-s27s02.fits,J0515,17.24192,10
SPLUS-s27s02.fits,J0515,16.499039,50
SPLUS-s27s02.fits,J0660,20.530735,3
SPLUS-s27s02.fits,J0660,19.647371,5
SPLUS-s27s02.fits,J0660,18.979885,10
SPLUS-s27s02.fits,J0660,17.435383,50
SPLUS-s27s02.fits,J0861,19.353622,3
SPLUS-s27s02.fits,J0861,18.66814,5
SPLUS-s27s02.fits,J0861,17.550121,10
SPLUS-s27s02.fits,J0861,16.083172,50
SPLUS-s27s02.fits,i,20.747128,3
SPLUS-s27s02.fits,i,19.620201,5
SPLUS-s27s02.fits,i,18.594292,10
SPLUS-s27s02.fits,i,17.548412,50
SPLUS-s27s02.fits,r,20.56319,3
SPLUS-s27s02.fits,r,19.79919,5
SPLUS-s27s02.fits,r,18.750896,10
SPLUS-s27s02.fits,r,17.367636,50
SPLUS-s27s02.fits,u,20.205917,3
SPLUS-s27s02.fits,u,19.352623,5
SPLUS-s27s02.fits,u,18.668375,10
SPLUS-s27s02.fits,u,17.029243,50
SPLUS-s27s02.fits,z,19.442451,3
SPLUS-s27s02.fits,z,19.302132,5
SPLUS-s27s02.fits,z,18.542439,10
SPLUS-s27s02.fits,z,16.73775,50
SPLUS-s27s02.fits,g,20.727516,3
SPLUS-s27s02.fits,g,20.021572,5
SPLUS-s27s02.fits,g,18.735626,10
SPLUS-s27s02.fits,g,17.591835,50
SPLUS-n17s08.fits,J0378,20.740154,3
SPLUS-n17s08.fits,J0378,20.390585,5
SPLUS-n17s08.fits,J0378,19.383434,10
SPLUS-n17s08.fits,J0378,16.632385,50
SPLUS-n17s08.fits,J0395,20.334347,3
SPLUS-n17s08.fits,J0395,19.800224,5
SPLUS-n17s08.fits,J0395,18.69617,10
SPLUS-n17s08.fits,J0395,16.775703,50
SPLUS-n17s08.fits,J0410,20.408459,3
SPLUS-n17s08.fits,J0410,19.892849,5
SPLUS-n17s08.fits,J0410,18.870745,10
SPLUS-n17s08.fits,J0410,16.031155,50
SPLUS-n17s08.fits,J0430,20.40384,3
SPLUS-n17s08.fits,J0430,19.759922,5
SPLUS-n17s08.fits,J0430,19.262924,10
SPLUS-n17s08.fits,J0430,17.17705,50
SPLUS-n17s08.fits,J0515,20.67241,3
SPLUS-n17s08.fits,J0515,20.170832,5
SPLUS-n17s08.fits,J0515,19.565014,10
SPLUS-n17s08.fits,J0515,17.52077,50
SPLUS-n17s08.fits,J0660,21.354324,3
SPLUS-n17s08.fits,J0660,20.538929,5
SPLUS-n17s08.fits,J0660,19.818085,10
SPLUS-n17s08.fits,J0660,18.21598,50
SPLUS-n17s08.fits,J0861,20.174946,3
SPLUS-n17s08.fits,J0861,19.321255,5
SPLUS-n17s08.fits,J0861,18.60617,10
SPLUS-n17s08.fits,J0861,17.126202,50
SPLUS-n17s08.fits,i,20.94963,3
SPLUS-n17s08.fits,i,20.17443,5
SPLUS-n17s08.fits,i,19.646881,10
SPLUS-n17s08.fits,i,18.258295,50
SPLUS-n17s08.fits,r,21.469011,3
SPLUS-n17s08.fits,r,20.67324,5
SPLUS-n17s08.fits,r,20.018658,10
SPLUS-n17s08.fits,r,18.502926,50
SPLUS-n17s08.fits,u,21.275267,3
SPLUS-n17s08.fits,u,19.963829,5
SPLUS-n17s08.fits,u,19.86856,10
SPLUS-n17s08.fits,u,17.396465,50
SPLUS-n17s08.fits,z,20.34053,3
SPLUS-n17s08.fits,z,19.895538,5
SPLUS-n17s08.fits,z,19.25187,10
SPLUS-n17s08.fits,z,17.577805,50
SPLUS-n17s08.fits,g,21.523966,3
SPLUS-n17s08.fits,g,20.628326,5
SPLUS-n17s08.fits,g,19.669762,10
SPLUS-n17s08.fits,g,18.542192,50
HYDRA-0111.fits,J0378,20.386707,3
HYDRA-0111.fits,J0378,19.73973,5
HYDRA-0111.fits,J0378,19.077892,10
HYDRA-0111.fits,J0378,17.160307,50
HYDRA-0111.fits,J0395,19.834665,3
HYDRA-0111.fits,J0395,19.363438,5
HYDRA-0111.fits,J0395,17.995813,10
HYDRA-0111.fits,J0395,16.697966,50
HYDRA-0111.fits,J0410,20.18631,3
HYDRA-0111.fits,J0410,19.350983,5
HYDRA-0111.fits,J0410,17.832863,10
HYDRA-0111.fits,J0410,16.6081,50
HYDRA-0111.fits,J0430,20.049244,3
HYDRA-0111.fits,J0430,19.428818,5
HYDRA-0111.fits,J0430,18.747345,10
HYDRA-0111.fits,J0430,16.622858,50
HYDRA-0111.fits,J0515,20.011017,3
HYDRA-0111.fits,J0515,19.276161,5
HYDRA-0111.fits,J0515,18.155748,10
HYDRA-0111.fits,J0515,17.095856,50
HYDRA-0111.fits,J0660,20.484127,3
HYDRA-0111.fits,J0660,19.975311,5
HYDRA-0111.fits,J0660,19.284721,10
HYDRA-0111.fits,J0660,17.694874,50
HYDRA-0111.fits,J0861,18.839437,3
HYDRA-0111.fits,J0861,18.453825,5
HYDRA-0111.fits,J0861,17.430485,10
HYDRA-0111.fits,J0861,16.024681,50
HYDRA-0111.fits,i,20.80849,3
HYDRA-0111.fits,i,20.406614,5
HYDRA-0111.fits,i,19.633312,10
HYDRA-0111.fits,i,17.673798,50
HYDRA-0111.fits,r,21.079453,3
HYDRA-0111.fits,r,20.49857,5
HYDRA-0111.fits,r,19.77884,10
HYDRA-0111.fits,r,17.951561,50
HYDRA-0111.fits,u,20.446232,3
HYDRA-0111.fits,u,20.395302,5
HYDRA-0111.fits,u,19.51735,10
HYDRA-0111.fits,u,17.601818,50
HYDRA-0111.fits,z,20.121738,3
HYDRA-0111.fits,z,19.464836,5
HYDRA-0111.fits,z,18.812977,10
HYDRA-0111.fits,z,17.243813,50
HYDRA-0111.fits,g,21.507366,3
HYDRA-0111.fits,g,20.820667,5
HYDRA-0111.fits,g,19.538948,10
HYDRA-0111.fits,g,18.140366,50
STRIPE82-0157.fits,J0378,20.66447,3
STRIPE82-0157.fits,J0378,19.146786,5
STRIPE82-0157.fits,J0378,19.044956,10
STRIPE82-0157.fits,J0378,17.56873,50
STRIPE82-0157.fits,J0395,20.301289,3
STRIPE82-0157.fits,J0395,19.017994,5
STRIPE82-0157.fits,J0395,19.024635,10
STRIPE82-0157.fits,J0395,17.12528,50
STRIPE82-0157.fits,J0410,20.5448,3
STRIPE82-0157.fits,J0410,19.975033,5
STRIPE82-0157.fits,J0410,19.041382,10
STRIPE82-0157.fits,J0410,17.175207,50
STRIPE82-0157.fits,J0430,20.407003,3
STRIPE82-0157.fits,J0430,19.860222,5
STRIPE82-0157.fits,J0430,18.511856,10
STRIPE82-0157.fits,J0430,17.094183,50
STRIPE82-0157.fits,J0515,20.57601,3
STRIPE82-0157.fits,J0515,19.912674,5
STRIPE82-0157.fits,J0515,19.239632,10
STRIPE82-0157.fits,J0515,16.87861,50
STRIPE82-0157.fits,J0660,21.318611,3
STRIPE82-0157.fits,J0660,20.555126,5
STRIPE82-0157.fits,J0660,19.83789,10
STRIPE82-0157.fits,J0660,18.06805,50
STRIPE82-0157.fits,J0861,20.018406,3
STRIPE82-0157.fits,J0861,19.338217,5
STRIPE82-0157.fits,J0861,18.49963,10
STRIPE82-0157.fits,J0861,17.034431,50
STRIPE82-0157.fits,i,21.47994,3
STRIPE82-0157.fits,i,20.456112,5
STRIPE82-0157.fits,i,19.593117,10
STRIPE82-0157.fits,i,17.98881,50
STRIPE82-0157.fits,r,21.58337,3
STRIPE82-0157.fits,r,20.889174,5
STRIPE82-0157.fits,r,19.881683,10
STRIPE82-0157.fits,r,18.189388,50
STRIPE82-0157.fits,u,21.142303,3
STRIPE82-0157.fits,u,20.4346,5
STRIPE82-0157.fits,u,19.833138,10
STRIPE82-0157.fits,u,17.393997,50
STRIPE82-0157.fits,z,20.27967,3
STRIPE82-0157.fits,z,19.691246,5
STRIPE82-0157.fits,z,18.812805,10
STRIPE82-0157.fits,z,16.959894,50
STRIPE82-0157.fits,g,21.515116,3
STRIPE82-0157.fits,g,20.730059,5
STRIPE82-0157.fits,g,19.733387,10
STRIPE82-0157.fits,g,18.25619,50
SPLUS-s29s46.fits,J0378,21.201075,3
SPLUS-s29s46.fits,J0378,19.787766,5
SPLUS-s29s46.fits,J0378,19.777504,10
SPLUS-s29s46.fits,J0378,17.381958,50
SPLUS-s29s46.fits,J0395,20.79757,3
SPLUS-s29s46.fits,J0395,19.905281,5
SPLUS-s29s46.fits,J0395,18.855473,10
SPLUS-s29s46.fits,J0395,17.26129,50
SPLUS-s29s46.fits,J0410,21.056011,3
SPLUS-s29s46.fits,J0410,20.423653,5
SPLUS-s29s46.fits,J0410,19.526367,10
SPLUS-s29s46.fits,J0410,17.347086,50
SPLUS-s29s46.fits,J0430,21.116812,3
SPLUS-s29s46.fits,J0430,20.05621,5
SPLUS-s29s46.fits,J0430,19.475426,10
SPLUS-s29s46.fits,J0430,17.368973,50
SPLUS-s29s46.fits,J0515,21.04636,3
SPLUS-s29s46.fits,J0515,20.786865,5
SPLUS-s29s46.fits,J0515,19.935953,10
SPLUS-s29s46.fits,J0515,17.660595,50
SPLUS-s29s46.fits,J0660,21.870773,3
SPLUS-s29s46.fits,J0660,21.173618,5
SPLUS-s29s46.fits,J0660,20.456905,10
SPLUS-s29s46.fits,J0660,18.759436,50
SPLUS-s29s46.fits,J0861,20.606873,3
SPLUS-s29s46.fits,J0861,20.07668,5
SPLUS-s29s46.fits,J0861,19.428448,10
SPLUS-s29s46.fits,J0861,17.642834,50
SPLUS-s29s46.fits,i,21.577087,3
SPLUS-s29s46.fits,i,20.817265,5
SPLUS-s29s46.fits,i,19.906767,10
SPLUS-s29s46.fits,i,18.428795,50
SPLUS-s29s46.fits,r,21.808052,3
SPLUS-s29s46.fits,r,21.202963,5
SPLUS-s29s46.fits,r,20.19419,10
SPLUS-s29s46.fits,r,18.802605,50
SPLUS-s29s46.fits,u,21.579063,3
SPLUS-s29s46.fits,u,20.334557,5
SPLUS-s29s46.fits,u,19.051151,10
SPLUS-s29s46.fits,u,17.80647,50
SPLUS-s29s46.fits,z,20.893847,3
SPLUS-s29s46.fits,z,20.288326,5
SPLUS-s29s46.fits,z,19.477482,10
SPLUS-s29s46.fits,z,17.755367,50
SPLUS-s29s46.fits,g,22.15474,3
SPLUS-s29s46.fits,g,21.4641,5
SPLUS-s29s46.fits,g,20.852295,10
SPLUS-s29s46.fits,g,18.746105,50
SPLUS-s28s29.fits,J0378,19.93356,3
SPLUS-s28s29.fits,J0378,18.310219,5
SPLUS-s28s29.fits,J0378,17.792164,10
SPLUS-s28s29.fits,J0378,16.902763,50
SPLUS-s28s29.fits,J0395,19.529552,3
SPLUS-s28s29.fits,J0395,17.86283,5
SPLUS-s28s29.fits,J0395,17.848005,10
SPLUS-s28s29.fits,J0395,16.247982,50
SPLUS-s28s29.fits,J0410,19.54282,3
SPLUS-s28s29.fits,J0410,19.267431,5
SPLUS-s28s29.fits,J0410,18.081535,10
SPLUS-s28s29.fits,J0410,16.479557,50
SPLUS-s28s29.fits,J0430,19.77353,3
SPLUS-s28s29.fits,J0430,18.624096,5
SPLUS-s28s29.fits,J0430,18.40157,10
SPLUS-s28s29.fits,J0430,16.592155,50
SPLUS-s28s29.fits,J0515,19.832592,3
SPLUS-s28s29.fits,J0515,18.83873,5
SPLUS-s28s29.fits,J0515,17.517338,10
SPLUS-s28s29.fits,J0515,16.825167,50
SPLUS-s28s29.fits,J0660,21.251637,3
SPLUS-s28s29.fits,J0660,20.268646,5
SPLUS-s28s29.fits,J0660,19.40825,10
SPLUS-s28s29.fits,J0660,17.949116,50
SPLUS-s28s29.fits,J0861,20.163792,3
SPLUS-s28s29.fits,J0861,19.029165,5
SPLUS-s28s29.fits,J0861,18.045593,10
SPLUS-s28s29.fits,J0861,16.486492,50
SPLUS-s28s29.fits,i,21.13894,3
SPLUS-s28s29.fits,i,20.16071,5
SPLUS-s28s29.fits,i,19.385303,10
SPLUS-s28s29.fits,i,17.333252,50
SPLUS-s28s29.fits,r,21.267767,3
SPLUS-s28s29.fits,r,20.303698,5
SPLUS-s28s29.fits,r,19.594742,10
SPLUS-s28s29.fits,r,18.280224,50
SPLUS-s28s29.fits,u,20.14807,3
SPLUS-s28s29.fits,u,20.120007,5
SPLUS-s28s29.fits,u,19.485725,10
SPLUS-s28s29.fits,u,17.1807,50
SPLUS-s28s29.fits,z,20.229923,3
SPLUS-s28s29.fits,z,19.570793,5
SPLUS-s28s29.fits,z,18.524086,10
SPLUS-s28s29.fits,z,17.251303,50
SPLUS-s28s29.fits,g,21.121891,3
SPLUS-s28s29.fits,g,19.879597,5
SPLUS-s28s29.fits,g,19.297869,10
SPLUS-s28s29.fits,g,17.58065,50
SPLUS-n16s34.fits,J0378,19.822193,3
SPLUS-n16s34.fits,J0378,19.315151,5
SPLUS-n16s34.fits,J0378,18.217476,10
SPLUS-n16s34.fits,J0378,16.018982,50
SPLUS-n16s34.fits,J0395,19.327095,3
SPLUS-n16s34.fits,J0395,18.80794,5
SPLUS-n16s34.fits,J0395,18.020535,10
SPLUS-n16s34.fits,J0395,16.058342,50
SPLUS-n16s34.fits,J0410,19.274662,3
SPLUS-n16s34.fits,J0410,19.169487,5
SPLUS-n16s34.fits,J0410,17.402004,10
SPLUS-n16s34.fits,J0410,16.230577,50
SPLUS-n16s34.fits,J0430,19.615932,3
SPLUS-n16s34.fits,J0430,18.829136,5
SPLUS-n16s34.fits,J0430,18.395748,10
SPLUS-n16s34.fits,J0430,16.190538,50
SPLUS-n16s34.fits,J0515,19.831778,3
SPLUS-n16s34.fits,J0515,19.443638,5
SPLUS-n16s34.fits,J0515,18.255135,10
SPLUS-n16s34.fits,J0515,16.523283,50
SPLUS-n16s34.fits,J0660,20.794983,3
SPLUS-n16s34.fits,J0660,20.051846,5
SPLUS-n16s34.fits,J0660,19.383024,10
SPLUS-n16s34.fits,J0660,17.896751,50
SPLUS-n16s34.fits,J0861,19.669914,3
SPLUS-n16s34.fits,J0861,18.618666,5
SPLUS-n16s34.fits,J0861,18.657269,10
SPLUS-n16s34.fits,J0861,16.770477,50
SPLUS-n16s34.fits,i,20.514214,3
SPLUS-n16s34.fits,i,19.87629,5
SPLUS-n16s34.fits,i,19.35413,10
SPLUS-n16s34.fits,i,17.73896,50
SPLUS-n16s34.fits,r,20.869219,3
SPLUS-n16s34.fits,r,19.998617,5
SPLUS-n16s34.fits,r,19.584053,10
SPLUS-n16s34.fits,r,17.988964,50
SPLUS-n16s34.fits,u,20.210098,3
SPLUS-n16s34.fits,u,20.042223,5
SPLUS-n16s34.fits,u,18.432735,10
SPLUS-n16s34.fits,u,16.791985,50
SPLUS-n16s34.fits,z,19.455193,3
SPLUS-n16s34.fits,z,19.43517,5
SPLUS-n16s34.fits,z,18.591368,10
SPLUS-n16s34.fits,z,17.110909,50
SPLUS-n16s34.fits,g,20.735071,3
SPLUS-n16s34.fits,g,20.069729,5
SPLUS-n16s34.fits,g,19.161695,10
SPLUS-n16s34.fits,g,17.818966,50
HYDRA_0043.fits,J0378,20.450325,3
HYDRA_0043.fits,J0378,19.350555,5
HYDRA_0043.fits,J0378,19.181454,10
HYDRA_0043.fits,J0378,17.507812,50
HYDRA_0043.fits,J0395,19.999607,3
HYDRA_0043.fits,J0395,19.232635,5
HYDRA_0043.fits,J0395,18.039646,10
HYDRA_0043.fits,J0395,17.018803,50
HYDRA_0043.fits,J0410,20.478197,3
HYDRA_0043.fits,J0410,19.94841,5
HYDRA_0043.fits,J0410,18.84071,10
